,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2463,5626,46897,70,16,47,0,3,344
2464,31758,44207,99,23,57,0,2,407
2465,2657,23897,71,22,25,0,1,340
2466,4428,58577,110,6,62,0,1,303
2467,15808,86347,130,17,93,0,2,593
2468,20766,94846,73,9,28,2,2,350
2469,8255,54040,103,14,88,0,4,59
2470,8104,27461,117,24,8,1,6,842
2471,34611,20090,109,10,59,0,2,523
2472,5258,37874,65,30,65,0,8,41
2473,19069,31855,102,29,72,2,2,734
2474,4425,63597,114,10,31,2,1,183
2475,5926,58733,74,26,42,0,9,355
2476,5004,25486,65,15,53,0,3,72
2477,2452,52785,61,2,90,0,1,45
2478,9710,33190,123,1,95,0,4,40
2479,7732,34430,65,6,15,0,2,184
2480,5638,20920,74,19,14,0,4,14
2481,9560,19429,122,18,21,0,9,683
2482,26113,80409,74,28,72,0,2,262
2483,12948,30763,111,14,19,0,2,1072
2484,6689,56980,84,33,70,0,7,599
2485,4637,56640,68,18,81,0,3,352
2486,4929,25632,63,27,52,0,7,351
2487,9103,65733,113,13,6,0,3,684
2488,5243,96535,66,11,85,0,3,271
2489,12421,58781,106,31,37,0,2,502
2490,5639,73168,70,21,50,0,3,425
2491,4049,62864,104,20,14,0,1,171
2492,4631,78152,114,18,35,0,1,547
2493,23990,69781,119,25,49,0,2,849
2494,7086,16772,196,10,38,0,1,1644
2495,3600,25147,101,7,54,0,1,694
2496,12321,26887,113,32,67,0,2,542
2497,7019,26806,63,32,19,0,2,302
2498,4330,60475,107,9,18,0,1,513
2499,7614,27293,96,20,55,0,6,469
2500,8662,65721,117,0,65,0,4,511
2501,6676,56875,84,0,70,0,6,145
2502,4196,18052,111,5,71,0,1,699
2503,2674,56342,69,12,89,0,1,331
2504,7221,33811,184,17,59,0,1,587
2505,3837,36794,99,0,75,0,1,712
2506,3587,16049,93,3,8,0,1,446
2507,8283,71034,103,26,15,0,3,494
2508,5108,26784,67,14,82,0,8,482
2509,4349,75648,108,28,10,0,1,112
2510,14428,17836,68,2,82,0,2,326
2511,7521,95694,104,13,20,0,3,499
2512,32269,41520,90,18,70,0,2,289
2513,5627,61486,70,2,65,0,3,334
2514,5295,47620,74,19,71,0,3,532
2515,5678,58001,76,8,44,0,3,364
2516,3230,62873,81,0,41,0,1,207
2517,7805,21073,106,25,54,1,3,508
2518,7907,24666,101,32,51,0,3,151
2519,3455,81215,91,16,63,0,1,681
2520,2398,61472,65,26,97,0,1,422
2521,19339,22582,61,0,74,0,2,292
2522,17497,25236,73,9,94,0,2,350
2523,3056,78310,76,4,24,0,1,364
2524,7699,23577,68,1,67,0,2,91
2525,3491,29673,92,21,49,2,1,328
2526,2410,16258,64,13,84,0,1,307
2527,58166,61321,186,0,30,1,2,427
2528,9080,68073,114,16,63,0,8,547
2529,19174,74028,118,10,16,0,2,53
2530,7824,32823,100,1,36,0,8,480
2531,2117,37571,64,0,78,0,1,426
2532,3580,75333,90,15,44,1,1,289
2533,5233,69231,65,19,7,0,9,193
2534,5079,83288,124,18,70,0,1,353
2535,5059,67371,63,34,14,0,3,86
2536,4531,51391,119,30,95,0,1,571
2537,4372,20354,116,23,0,0,1,556
2538,4547,29031,61,7,19,2,3,292
2539,4145,25943,110,26,83,0,1,1067
2540,5623,77912,71,2,21,1,3,23
2541,2230,64194,62,9,49,0,1,325
2542,4554,90156,114,16,6,0,1,388
2543,2799,78127,69,5,6,0,1,136
2544,37150,17774,108,0,64,0,2,116
2545,5481,70795,68,10,95,0,4,177
2546,2403,24248,70,33,82,3,1,336
2547,2545,71868,65,6,61,0,1,312
2548,2754,79507,70,7,17,3,1,442
2549,4462,81080,73,35,52,3,5,350
2550,4379,40896,109,3,61,0,1,319
2551,4879,58594,67,7,84,0,5,321
2552,7154,28204,182,30,84,0,1,532
2553,26511,28773,229,14,72,0,2,1099
2554,4853,77705,65,24,53,0,3,468
2555,9102,73759,114,2,25,3,6,547
2556,19504,46701,72,17,55,0,2,345
2557,5875,55836,73,8,87,0,7,314
2558,6646,95815,82,6,95,0,3,393
2559,2393,22981,69,30,8,0,1,16
2560,10298,64825,129,1,78,0,4,359
2561,14413,56457,73,27,68,0,2,138
2562,2004,82223,66,16,35,4,1,316
2563,8630,24065,111,30,1,0,5,532
2564,7704,30366,101,25,13,2,3,484
2565,5350,58357,137,27,76,2,1,708
2566,5931,56617,74,18,24,0,3,355
2567,14941,22978,190,8,53,0,4,912
2568,6446,55037,80,20,88,1,8,481
2569,8467,65967,122,2,73,0,5,1100
2570,3697,52860,113,3,91,0,1,813
2571,6271,94880,79,18,73,3,3,347
2572,2551,79751,63,15,67,0,1,392
2573,2643,41808,82,14,56,3,1,393
2574,4025,71344,119,29,54,2,1,571
2575,4606,76372,72,8,14,2,8,518
2576,13466,11432,119,11,9,0,2,571
2577,2588,46168,65,1,7,0,1,312
2578,8275,48197,106,10,61,0,6,508
2579,9934,56379,125,0,59,1,8,600
2580,8701,15576,122,8,32,0,6,684
2581,17429,41775,109,11,80,0,2,104
2582,2734,92157,69,19,33,0,1,270
2583,8264,42045,103,7,12,0,3,40
2584,2853,87455,71,10,46,0,1,329
2585,7756,35258,74,24,63,0,2,532
2586,4657,18024,65,13,1,0,3,312
2587,5860,38684,74,1,22,0,6,376
2588,2637,54378,66,16,30,0,1,316
2589,3847,23459,96,17,19,0,1,185
2590,3810,89680,108,7,57,0,1,777
2591,4734,80893,67,7,75,0,5,747
2592,8178,18223,112,17,29,0,7,806
2593,15994,32837,159,19,75,0,2,1410
2594,5780,51066,74,23,0,0,8,787
2595,6766,20046,87,15,59,0,3,417
2596,7713,45506,66,16,32,2,2,316
2597,8401,87418,124,15,86,0,8,595
2598,3801,33043,95,15,90,0,1,456
2599,5244,68131,130,22,27,0,1,226
2600,3324,59009,92,13,17,0,1,441
2601,2710,53409,76,11,38,0,1,547
2602,11243,66146,96,2,38,0,2,250
2603,2393,15618,70,24,10,0,1,425
2604,6005,26876,76,17,72,0,8,364
2605,10926,29418,274,23,31,0,1,1972
2606,33451,85689,92,5,8,0,2,237
2607,25763,78804,71,35,93,0,2,389
2608,4931,52019,73,24,47,0,3,525
2609,5285,40783,67,13,43,1,9,321
2610,6698,21114,180,7,59,0,1,864
2611,10359,84583,65,6,50,0,2,238
2612,12883,34148,109,27,30,0,2,451
2613,24610,72786,76,10,9,0,2,363
2614,7200,70187,66,16,77,0,2,316
2615,8286,40001,70,26,7,0,2,142
2616,14980,74540,222,26,50,0,8,1123
2617,2781,75624,74,8,13,0,1,532
2618,5979,57693,76,16,56,0,3,547
2619,5061,50964,68,19,16,0,8,326
2620,2128,60618,65,19,54,2,1,312
2621,2537,25506,65,10,16,0,1,312
2622,2111,69387,74,5,75,4,1,369
2623,2287,69024,61,31,32,0,1,238
2624,3479,96096,104,13,29,0,1,499
2625,4879,58580,61,5,53,0,3,292
2626,9409,76847,118,16,52,0,3,31
2627,5737,56455,73,17,5,2,8,350
2628,5625,97095,70,4,8,0,5,208
2629,7406,38169,62,18,82,0,2,71
2630,4556,25617,63,0,3,0,3,302
2631,7212,74908,97,26,25,0,3,498
2632,7868,57340,67,7,19,0,2,159
2633,3964,60817,103,3,79,1,1,494
2634,2305,13773,62,14,81,0,1,297
2635,2764,61085,70,27,34,1,1,336
2636,14696,45345,125,0,73,0,2,600
2637,2797,63223,71,3,72,0,1,397
2638,8105,20815,110,7,35,0,9,528
2639,9283,24314,235,20,60,0,1,1128
2640,2141,14648,61,5,90,0,1,437
2641,33473,33190,106,18,95,0,2,508
2642,4737,63977,118,10,78,0,1,32
2643,5926,23091,96,28,90,5,5,460
2644,2637,63422,66,8,68,0,1,355
2645,10629,56598,88,29,29,0,2,92
2646,7426,19634,98,29,89,0,6,470
2647,3155,36706,80,19,67,0,1,488
2648,6265,18519,84,18,25,1,4,481
2649,9824,23923,82,29,61,1,2,393
2650,7164,46623,91,1,53,0,3,436
2651,5764,22134,72,13,81,0,3,445
2652,8509,56481,106,7,17,0,3,273
2653,8564,95697,107,29,29,0,9,178
2654,8635,13129,117,15,93,0,6,700
2655,4424,37800,112,0,77,0,1,662
2656,5789,75845,72,2,71,0,6,73
2657,7372,74335,187,3,4,0,1,896
2658,2236,48609,64,12,56,3,1,307
2659,8509,26057,74,3,63,0,2,523
2660,4362,27280,65,11,46,0,3,468
2661,7200,81885,66,16,77,0,2,316
2662,9393,39770,117,11,37,0,3,561
2663,3245,46435,82,13,20,0,1,350
2664,4344,87687,63,21,27,0,4,462
2665,7755,32298,110,7,90,0,5,528
2666,6846,62535,95,13,20,0,5,456
2667,3342,12859,91,8,60,0,1,436
2668,18767,50812,111,13,55,0,2,900
2669,2432,28519,61,9,94,0,1,111
2670,16172,64388,68,9,46,0,2,12
2671,2864,93261,109,2,8,4,1,1145
2672,6265,66395,84,35,25,0,4,481
2673,5297,66203,66,15,38,0,8,130
2674,3459,42260,96,6,8,0,1,460
2675,2921,71969,80,10,81,0,1,739
2676,5926,85112,84,19,26,2,4,403
2677,6005,26876,76,17,72,0,8,364
2678,5775,18889,76,20,17,0,6,784
2679,6057,27681,83,13,62,0,9,398
2680,2576,26854,66,31,70,0,1,475
2681,5181,97131,64,32,80,1,6,307
2682,4762,36529,118,6,41,0,1,255
2683,2582,76731,64,2,68,0,1,201
2684,2616,72302,66,6,27,0,1,316
2685,8291,85132,106,0,60,5,3,501
2686,10828,11033,97,27,18,0,2,511
2687,5225,67423,65,24,0,0,9,293
2688,2693,29038,69,14,61,0,1,56
2689,4213,12160,109,5,34,0,1,489
2690,2436,59196,67,16,92,0,1,399
2691,7054,22566,207,32,96,0,1,1490
2692,21123,35831,69,15,9,0,2,496
2693,2695,32720,67,13,12,0,1,321
2694,5674,26225,72,18,25,1,7,320
2695,3837,23051,99,31,86,0,1,475
2696,13755,15340,121,12,47,0,2,686
2697,2758,22158,74,8,92,0,1,355
2698,2772,37038,71,6,97,1,1,9
2699,9048,34234,119,6,8,0,3,571
2700,3508,23629,88,15,81,0,1,633
2701,2619,78618,66,7,56,0,1,225
2702,8581,66466,71,20,35,0,2,293
2703,9114,85942,116,16,36,2,5,79
2704,3301,92350,89,10,83,0,1,427
2705,4786,45515,61,10,33,0,9,236
2706,20957,17663,118,29,45,0,2,566
2707,4874,61497,68,10,36,0,7,609
2708,4931,37395,73,17,47,1,3,525
2709,2989,51672,83,23,11,0,1,398
2710,7457,65630,69,15,73,0,2,678
2711,2633,21861,69,3,11,0,1,348
2712,2242,63671,65,18,48,0,1,85
2713,2464,31056,63,5,46,0,1,302
2714,2553,73935,64,13,29,1,1,72
2715,2864,57435,109,27,8,0,1,1145
2716,5887,62773,73,19,57,0,9,80
2717,7675,89586,63,28,40,1,2,302
2718,3895,35970,98,29,81,0,1,470
2719,5719,54585,71,33,39,1,3,340
2720,7350,62701,108,7,54,0,4,777
2721,23706,82010,96,12,35,1,2,844
2722,2404,45949,62,0,70,0,1,110
2723,5633,90289,71,9,10,1,3,22
2724,6403,28095,82,18,2,0,8,393
2725,2803,23220,74,3,73,0,1,251
2726,5470,54507,138,20,11,0,1,702
2727,6005,13528,86,32,35,1,3,412
2728,5678,51079,76,8,44,0,3,364
2729,7902,67184,106,21,25,0,9,634
2730,7689,82254,73,3,73,0,2,617
2731,7743,96961,64,24,99,0,2,81
2732,4170,29462,107,28,23,1,1,513
2733,10004,34460,89,35,55,0,2,640
2734,3265,25820,82,10,69,0,1,393
2735,3351,29160,87,25,62,0,1,417
2736,4815,80355,62,26,33,1,3,83
2737,27430,49331,138,3,58,0,2,386
2738,6990,22568,88,31,63,0,6,422
2739,10978,92914,136,24,55,0,8,979
2740,9490,86378,137,34,77,0,4,657
2741,6035,29587,76,25,4,0,3,422
2742,7268,24445,63,18,15,0,2,302
2743,16468,18188,63,4,52,0,2,685
2744,5563,35398,71,26,41,0,7,340
2745,5251,41991,67,14,75,0,3,88
2746,7098,68010,70,18,99,0,2,349
2747,3810,65454,108,7,57,0,1,777
2748,2729,66900,68,15,20,0,1,326
2749,5364,53562,135,24,35,0,1,589
2750,8304,47083,122,22,14,2,9,681
2751,11281,86195,139,12,10,0,3,601
2752,4349,75648,108,11,10,0,1,112
2753,8673,43963,110,25,59,0,7,528
2754,2679,84450,68,18,12,0,1,291
2755,16706,63933,70,35,98,0,2,424
2756,9783,32303,136,33,21,0,5,979
2757,2379,17041,67,16,90,0,1,494
2758,5570,85718,139,4,98,1,1,540
2759,4538,82297,116,24,62,0,1,0
2760,10477,45259,138,1,27,0,4,272
2761,5536,52220,70,17,42,1,5,336
2762,3861,93272,95,3,54,0,1,281
2763,5325,78991,73,17,44,0,7,496
2764,36229,22220,105,29,46,0,2,22
2765,2487,22331,64,11,12,0,1,61
2766,2725,36650,69,2,70,1,1,56
2767,29412,58083,107,0,62,0,2,513
2768,12941,52369,110,34,49,1,2,528
2769,2436,11521,65,34,84,0,1,149
2770,7295,34062,91,23,51,0,3,603
2771,4165,88745,116,2,97,0,1,556
2772,13599,22775,184,6,10,0,3,883
2773,7462,70263,93,30,66,0,5,7
2774,13502,57222,112,3,88,1,2,297
2775,31803,25663,114,20,89,0,2,663
2776,7716,37376,99,28,52,0,3,65
2777,2427,24409,62,4,13,0,1,297
2778,3531,26884,89,11,84,0,1,238
2779,5161,23136,70,6,24,0,6,469
2780,8132,36737,102,13,20,0,8,512
2781,9657,12347,131,34,61,0,9,628
2782,7199,63328,89,19,19,0,9,427
2783,5894,39381,74,6,55,1,7,355
2784,3223,15167,91,35,12,1,1,655
2785,9414,20455,84,14,40,2,2,564
2786,2450,61883,62,11,62,0,1,18
2787,5522,85609,136,22,17,0,1,652
2788,17556,36212,73,25,57,0,2,119
2789,8997,54230,112,10,21,0,9,537
2790,4510,84300,111,13,0,0,1,202
2791,16261,41671,136,15,30,0,2,570
2792,6864,96832,85,19,23,0,3,408
2793,2254,47511,65,6,51,2,1,312
2794,18039,41065,63,28,82,0,2,503
2795,17625,77803,63,30,18,0,2,217
2796,3907,69393,109,2,8,0,1,666
2797,8693,17453,118,12,70,1,9,566
2798,3531,37018,98,23,46,0,1,958
2799,2310,89791,64,12,24,0,1,460
2800,18269,44940,127,18,97,0,2,609
2801,2728,40516,70,9,75,0,1,336
2802,7834,36094,99,28,50,1,5,456
2803,2552,35149,64,26,33,0,1,120
2804,3007,44450,80,31,67,0,1,16
2805,5320,32116,132,10,42,0,1,277
2806,19884,63755,62,28,40,0,2,291
2807,3738,27208,102,10,65,0,1,489
2808,3873,28142,105,18,50,0,1,701
2809,24127,14072,71,13,3,0,2,511
2810,8418,86983,115,21,62,0,9,552
2811,8370,77512,104,2,5,0,6,433
2812,2393,51182,70,24,10,0,1,425
2813,8688,59098,110,31,73,0,3,665
2814,3491,26405,104,30,88,0,1,748
2815,8355,49564,105,8,29,0,5,661
2816,34611,20090,109,10,59,0,2,523
2817,3829,19240,99,25,69,0,1,475
2818,7540,31970,68,24,42,0,2,519
2819,7258,88082,61,10,45,1,2,218
2820,3059,54663,88,5,85,0,1,989
2821,5406,27166,71,29,51,0,5,340
2822,16675,57844,85,16,31,1,2,408
2823,5802,97541,72,22,1,0,3,389
2824,18690,65920,68,6,94,0,2,326
2825,5971,52018,78,17,37,3,7,374
2826,5097,50998,74,3,95,0,7,532
2827,23594,76358,66,25,3,0,2,86
2828,2444,83800,62,11,44,0,1,196
2829,6264,32485,89,5,16,0,3,850
2830,4038,13862,110,2,59,0,1,528
2831,8639,62082,72,15,57,0,2,91
2832,23554,31157,100,23,49,0,2,444
2833,4358,86001,109,6,27,1,1,523
2834,2519,31030,67,11,26,0,1,482
2835,5583,32403,71,31,47,0,9,97
2836,23895,58179,98,0,57,0,2,705
2837,2335,22087,61,29,3,2,1,292
2838,13865,53484,70,12,12,0,2,333
2839,4686,58089,118,31,83,0,1,566
2840,3323,70410,83,25,13,0,1,131
2841,5480,58651,71,6,95,0,3,472
2842,3167,63203,92,20,50,0,1,662
2843,11009,51643,283,16,43,0,1,1358
2844,2379,69202,61,33,12,0,1,292
2845,13211,74656,111,0,6,0,2,504
2846,16909,65620,213,16,0,0,4,766
2847,4846,25663,72,31,75,0,9,518
2848,12663,72109,105,5,34,0,2,504
2849,5785,31320,72,30,95,0,5,293
2850,8838,82664,114,24,10,3,9,133
2851,8201,81785,67,12,44,0,2,321
2852,3939,60021,99,12,28,0,1,882
2853,2602,41958,66,15,49,1,1,206
2854,21423,52905,65,9,31,0,2,312
2855,5569,53565,71,27,34,1,6,340
2856,31269,90289,99,4,88,3,2,164
2857,5544,79619,71,3,34,3,6,280
2858,3311,21246,83,19,51,0,1,398
2859,4617,41167,118,16,4,0,1,554
2860,2570,69446,64,23,32,1,1,26
2861,5387,97316,67,13,18,0,7,309
2862,6689,56980,84,33,70,0,7,599
2863,2759,64388,69,13,51,0,1,331
2864,6863,25352,173,10,65,0,1,830
2865,9585,26432,88,19,89,3,2,422
2866,20003,33901,84,11,19,1,2,145
2867,4170,90310,104,9,39,0,1,166
2868,18504,91268,229,32,62,0,5,737
2869,2534,21606,71,21,22,3,1,340
2870,5345,55571,135,4,46,0,1,904
2871,9807,88278,135,19,48,0,4,970
2872,8555,81611,81,6,49,0,2,583
2873,8581,66466,71,20,35,0,2,293
2874,10094,32046,127,28,23,0,4,475
2875,5553,96587,138,31,99,0,1,749
2876,4595,54799,64,16,62,0,6,460
2877,9075,37722,116,8,23,0,8,158
2878,9384,25370,116,21,64,0,3,556
2879,6369,34498,83,30,72,0,7,398
2880,23813,88680,66,5,66,0,2,201
2881,6418,46648,81,8,26,0,7,123
2882,34931,35005,295,14,46,0,2,1416
2883,5811,58643,74,33,58,0,3,329
2884,12655,26149,157,2,17,0,7,753
2885,9384,30347,133,7,42,0,4,957
2886,5332,68931,66,32,30,0,7,309
2887,16468,95954,63,4,52,0,2,685
2888,5479,56005,68,31,30,1,3,326
2889,5666,53907,71,1,52,0,9,189
2890,2462,25726,69,9,68,0,1,427
2891,2719,14030,72,11,3,0,1,345
2892,3832,15192,100,1,7,0,1,480
2893,8596,25785,112,8,22,1,4,537
2894,8370,33409,105,19,17,0,7,553
2895,5182,44820,133,12,62,3,1,336
2896,5206,21594,71,16,23,3,3,340
2897,4969,62365,62,0,99,0,8,297
2898,9764,93535,98,24,11,1,2,705
2899,12731,40870,105,3,56,0,2,504
2900,4078,40627,116,18,86,0,1,835
2901,8417,24285,111,6,10,0,7,1257
2902,7350,69241,93,2,63,0,3,111
2903,7582,64801,64,19,19,0,2,268
2904,2808,55005,70,31,39,1,1,336
2905,9095,37937,116,3,42,0,5,556
2906,17793,10495,118,26,43,0,2,1118
2907,6291,89113,78,18,68,0,8,219
2908,4745,52687,63,23,88,0,3,523
2909,4250,89133,61,17,1,1,7,292
2910,12625,79421,104,23,85,0,2,115
2911,3096,21604,79,14,28,0,1,379
2912,5504,69638,73,18,45,0,5,350
2913,2121,96089,62,11,45,0,1,446
2914,6179,96982,86,12,96,0,8,412
2915,14084,28741,208,22,92,0,3,2270
2916,5224,83389,65,5,57,0,3,209
2917,4729,29414,64,2,32,0,3,71
2918,4731,30686,61,22,45,0,3,19
2919,10129,65209,68,34,31,0,2,326
2920,8054,75531,102,2,13,0,4,489
2921,5267,39722,133,9,62,0,1,638
2922,7325,52920,93,18,95,0,3,1101
2923,2752,81280,68,6,47,0,1,308
2924,18591,14209,62,34,36,0,2,297
2925,2933,48810,83,2,62,0,1,199
2926,4849,36413,61,21,76,0,3,153
2927,6285,86622,172,5,33,0,1,825
2928,4344,93164,63,22,27,0,4,462
2929,7516,31477,94,22,77,0,3,146
2930,2388,35860,65,8,5,0,1,455
2931,4590,28354,118,33,20,0,1,320
2932,5770,49376,83,21,67,0,8,946
2933,27789,33806,89,32,59,0,2,395
2934,7988,58268,67,12,82,0,2,228
2935,8743,99517,109,2,93,0,3,239
2936,8703,61897,72,7,79,0,2,3
2937,15467,77517,129,19,20,0,2,98
2938,21590,62477,183,7,75,0,2,40
2939,3008,80681,74,31,12,0,1,355
2940,8408,84091,105,18,48,0,9,380
2941,9124,99368,113,34,6,0,3,82
2942,7374,44117,110,19,87,4,3,528
2943,2551,79751,63,15,67,0,1,392
2944,10408,20228,101,3,43,1,2,523
2945,2483,75615,65,22,39,4,1,156
2946,5332,68931,66,3,30,0,7,309
2947,9095,37937,116,28,42,0,5,556
2948,8481,67197,74,13,18,1,2,275
2949,7785,44897,99,22,46,1,7,580
2950,5442,25884,69,18,36,3,9,292
2951,9322,70435,116,0,50,0,4,67
2952,7582,64801,64,23,19,0,2,268
2953,2587,27861,65,22,67,0,1,312
2954,4831,23228,64,4,0,1,6,307
2955,3730,75132,93,7,33,2,1,446
2956,7536,69674,62,14,18,1,2,297
2957,3884,86489,114,35,9,0,1,851
2958,2916,85210,74,23,76,0,1,100
2959,5050,90784,69,16,45,0,6,72
2960,3945,25504,105,2,54,0,1,933
2961,6622,80979,84,32,27,2,3,25
2962,17109,87139,213,18,27,0,3,363
2963,2721,22885,73,20,46,0,1,386
2964,9661,96472,135,5,98,0,9,648
2965,6991,19019,186,7,46,0,1,1003
2966,6165,78375,88,12,54,0,6,653
2967,13355,34495,113,27,29,0,2,389
2968,4984,86305,62,1,99,0,5,80
2969,5234,91070,73,7,60,0,3,794
2970,5524,70360,69,0,66,0,8,331
2971,8100,89420,67,3,83,0,2,212
2972,4741,28013,65,2,73,0,8,731
2973,4739,31766,76,28,55,5,3,38
2974,8595,94242,71,35,7,1,2,41
2975,8750,34695,113,1,60,0,5,100
2976,5960,47945,74,32,39,0,3,128
2977,6439,47412,81,10,39,0,7,421
2978,21850,48107,190,6,34,2,2,912
2979,20395,92850,104,3,28,1,2,499
2980,22500,22229,71,1,23,0,2,340
2981,4335,86096,108,30,1,0,1,518
2982,5450,76389,68,5,86,0,7,262
2983,7472,44385,97,6,31,0,7,465
2984,4860,25854,68,24,37,0,9,396
2985,5239,27978,69,3,21,1,7,447
2986,7292,72014,98,3,70,0,8,470
2987,5928,40531,74,17,32,0,9,30
2988,6277,21024,82,32,8,1,9,450
2989,31516,51385,125,23,4,0,2,626
2990,5207,21952,66,20,31,0,6,316
2991,11960,52436,76,3,38,0,2,109
2992,7955,82057,69,11,5,0,2,331
2993,8485,32607,111,27,79,1,8,532
2994,8109,32314,68,17,77,0,2,326
2995,14230,78046,119,22,91,2,2,759
2996,2249,56271,62,6,2,0,1,297
2997,22986,84831,192,13,37,0,2,1336
2998,12357,22134,182,4,34,0,5,1953
2999,5789,77221,71,2,49,0,7,259
3000,35013,75461,133,14,85,3,2,532
3001,6988,22436,89,24,21,0,3,427
3002,7228,25926,61,28,68,0,2,292
3003,4669,76157,116,15,80,0,1,556
3004,2433,87893,72,28,29,0,1,345
3005,17441,80969,217,1,80,0,3,1041
3006,2030,65970,64,0,8,1,1,731
3007,6732,68947,62,10,31,0,2,446
3008,5158,25963,66,11,35,0,9,298
3009,6371,23797,81,10,57,0,3,388
3010,3538,58279,67,12,67,5,7,321
3011,5764,40238,73,17,88,1,9,350
3012,9343,75909,117,23,77,0,3,561
3013,2248,24910,63,14,63,0,1,347
3014,4250,18957,61,17,1,1,7,292
3015,4966,82989,73,9,83,0,6,525
3016,4984,86305,62,1,99,0,5,80
3017,8622,97361,73,6,85,0,2,350
3018,20477,58317,73,0,56,0,2,350
3019,2545,29250,64,27,30,0,1,308
3020,4772,20993,133,35,90,0,1,638
3021,4379,47747,111,31,76,0,1,165
3022,2592,72421,65,8,23,0,1,312
3023,9012,67840,112,34,56,0,5,83
3024,6411,13088,82,29,77,0,3,393
3025,9007,41539,116,11,35,0,3,556
3026,7304,41025,92,22,92,0,6,20
3027,9468,57186,88,6,47,0,2,633
3028,17793,61785,118,26,43,0,2,1118
3029,11638,25370,102,10,77,0,2,489
3030,2536,34653,64,18,72,0,1,307
3031,5294,61687,67,13,17,0,3,120
3032,5847,23496,77,17,88,0,8,13
3033,7689,29840,73,3,73,0,2,617
3034,10700,75313,89,23,64,0,2,527
3035,5067,89703,126,6,54,0,1,601
3036,14024,81872,115,10,55,0,2,256
3037,2287,69024,61,27,32,5,1,238
3038,13024,26312,110,1,19,0,2,565
3039,7228,53214,91,21,76,0,3,436
3040,34090,51840,94,10,75,0,2,33
3041,7618,41900,63,0,34,0,2,170
3042,4811,14827,68,34,37,0,6,619
3043,2639,69819,66,24,20,0,1,21
3044,4344,48054,109,2,64,0,1,523
3045,2471,65176,62,24,32,0,1,297
3046,6798,32517,94,11,53,3,3,451
3047,8658,62464,109,23,45,0,4,400
3048,2754,79507,70,5,17,0,1,442
3049,4115,52405,103,2,27,0,1,494
3050,4491,62987,63,16,5,0,5,302
3051,6575,10517,92,14,65,0,3,441
3052,10506,37934,137,2,58,1,8,385
3053,2861,90083,71,23,47,0,1,181
3054,8622,97361,73,6,85,0,2,350
3055,9095,37937,116,11,42,0,5,556
3056,5498,22520,73,17,64,0,3,350
3057,4742,63891,119,13,13,0,1,7
3058,4377,44920,64,14,25,1,8,460
3059,14024,81872,115,10,55,0,2,256
3060,5006,61454,71,16,4,0,5,358
3061,20496,12676,64,3,72,0,2,307
3062,25805,86901,72,24,73,0,2,313
3063,3359,97576,83,1,49,1,1,544
3064,8346,40105,104,21,26,0,3,878
3065,34931,35005,295,14,46,0,2,1416
3066,3723,31974,92,25,77,0,1,388
3067,2602,28995,67,28,42,0,1,321
3068,9787,10475,88,13,81,1,2,422
3069,12128,20495,61,7,36,0,2,292
3070,2594,56893,73,8,34,0,1,350
3071,8068,51584,69,11,98,2,2,368
3072,4386,10621,67,28,22,0,5,321
3073,3733,21542,97,13,21,0,1,465
3074,31706,50719,131,33,79,0,2,870
3075,7107,70969,61,2,15,0,2,541
3076,41745,45431,116,23,81,0,2,556
3077,9011,88708,112,6,71,0,9,499
3078,4665,88592,62,26,62,0,3,297
3079,10856,37233,136,29,91,0,5,242
3080,2534,94003,64,14,39,0,1,307
3081,9403,56410,117,13,73,0,3,523
3082,2724,28097,77,15,31,0,1,404
3083,7229,60345,93,22,10,0,5,36
3084,3187,51079,85,10,29,0,1,595
3085,8681,97683,86,6,57,2,2,541
3086,4481,14100,69,1,25,0,4,232
3087,2808,55005,70,31,39,1,1,336
3088,4307,73345,107,22,62,0,1,513
3089,5424,67414,68,7,37,0,8,148
3090,4466,28663,61,15,8,4,7,292
3091,16313,77978,69,21,86,0,2,331
3092,7998,26487,112,0,82,0,3,602
3093,19190,39034,68,10,55,0,2,466
3094,4202,74057,105,12,75,1,1,632
3095,11830,92931,146,6,38,0,7,503
3096,14435,60880,119,25,89,0,2,109
3097,15771,21921,206,14,44,0,3,1254
3098,7579,33906,64,25,49,0,2,401
3099,4351,74163,108,9,63,0,1,518
3100,5562,59649,69,33,71,1,8,167
3101,4349,90893,110,33,0,0,1,700
3102,5580,31972,70,4,89,0,3,416
3103,7507,60920,64,10,61,0,2,231
3104,7452,56650,106,5,32,0,4,763
3105,12515,75285,63,35,15,0,2,577
3106,2656,62777,67,34,32,0,1,101
3107,7099,16121,65,5,85,2,2,312
3108,7507,60920,64,10,61,0,2,231
3109,5700,26811,72,22,82,0,3,465
3110,12807,38664,69,32,21,0,2,450
3111,39400,33046,181,22,96,0,2,868
3112,2537,18932,69,9,89,0,1,331
3113,2242,31793,63,31,99,1,1,453
3114,8110,76879,101,20,44,0,5,487
3115,6656,44757,69,23,32,1,2,496
3116,7644,26526,99,0,86,0,3,523
3117,9277,71416,116,10,0,0,3,556
3118,9427,27824,118,32,9,0,8,566
3119,24178,43704,201,29,67,0,2,1064
3120,2372,25550,61,28,13,0,1,439
3121,2777,59124,70,18,31,2,1,173
3122,5498,22520,73,17,64,0,3,350
3123,5511,79027,70,13,37,0,5,336
3124,4969,62365,62,0,99,0,8,297
